order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
863a5aae025377c66a973980616bb64f,af2e52573cb16f3a14e6306913817975,delivered,2017-12-07 10:59:43,2017-12-08 02:36:54,2017-12-11 19:37:02,2017-12-18 17:18:41,2018-01-04 00:00:00
7bf7859f5438406cc20d6f6485cd8b4c,ef663a650737cf78d60a58e37173bad1,delivered,2017-12-07 11:01:19,2017-12-07 11:10:22,2017-12-08 17:39:45,2017-12-26 23:38:58,2018-01-03 00:00:00
12b63b3416a5f2cfb2db709782a07af5,082f15c3971915712f89b49d4099326c,delivered,2017-12-07 11:06:04,2017-12-12 04:09:25,2017-12-12 20:49:09,2017-12-19 12:28:38,2018-01-08 00:00:00
19f925cecd63e4728d771fc9ee389f3d,cb2d03b2c38c746356b9d38902960f05,delivered,2017-12-07 11:15:33,2017-12-07 15:32:06,2017-12-08 14:49:11,2017-12-29 19:09:31,2018-01-10 00:00:00
1bd0adb7c2353f3a04e09e2170d42998,6813a968ab523ed0de2855f3d109e67d,delivered,2017-12-07 11:19:18,2017-12-08 02:54:12,2017-12-15 16:28:08,2017-12-19 19:49:03,2017-12-26 00:00:00
b78e8c2541135a94fabcbfe18bacc116,4b8ea3af1cee01b918c9fd7d55d25d68,delivered,2017-12-07 11:24:51,2017-12-07 14:42:15,2017-12-08 16:38:04,2017-12-18 14:12:45,2018-01-03 00:00:00
0f934deb4f74bf5bb7a58232d12040dd,87c5e6216d546c37debb656dc3372eb4,delivered,2017-12-07 11:27:00,2017-12-07 14:42:16,2017-12-09 00:27:07,2017-12-18 22:55:00,2018-01-02 00:00:00
de5a57660fb17fcd0cb97f5874739ddd,9ad489cbfca3108732b7ab27822d27ae,delivered,2017-12-07 11:31:41,2017-12-07 15:01:27,2017-12-07 23:03:52,2017-12-13 16:57:58,2018-01-03 00:00:00
c23e171590482930d50c033857c85deb,a487a105dc1bd823498c831bc39e3d8f,delivered,2017-12-07 11:31:42,2017-12-07 15:01:32,2017-12-14 14:15:18,2017-12-15 20:53:27,2017-12-26 00:00:00
d61923c6cb80bdd877ba63a3c77830f0,a521c025a3c9cafce21c0156d1555715,delivered,2017-12-07 11:32:37,2017-12-07 15:01:31,2017-12-08 18:28:45,2017-12-15 19:57:06,2018-01-03 00:00:00
1c27cc37a379d096751586f7c8040f7c,d951d0e698b7803c10d296c1e1762178,delivered,2017-12-07 11:33:55,2017-12-07 15:01:28,2017-12-08 21:38:40,2017-12-26 18:57:06,2018-01-03 00:00:00
1c34405a26acbdbce1a7702fdcca5c31,22169f48f1b81a3dc8395262df7eda53,delivered,2017-12-07 11:37:30,2017-12-07 15:01:38,2017-12-09 17:43:17,2017-12-14 22:18:33,2018-01-03 00:00:00
666642b8ede81bde2dfe4365b47b1ba8,2ee6a7340934c1c8c08bd9ec1187e919,delivered,2017-12-07 11:37:39,2017-12-07 15:01:36,2017-12-08 21:28:25,2017-12-12 19:21:56,2017-12-26 00:00:00
2f346d92b11fcc7c342b3392b174cf3b,d8312a2d5a108ccc4d43cf2cc7f5a10e,unavailable,2017-12-07 11:53:32,2017-12-07 15:23:44,,,2018-01-08 00:00:00
048cc31326007f07b576b46beddecc12,70f6d4250ddb2f73a361c100195addfc,delivered,2017-12-07 11:56:06,2017-12-08 02:54:34,2017-12-12 21:18:55,2017-12-15 16:10:26,2018-01-02 00:00:00
3891bbda14004bcbb610fdcb3720986d,2a56c88f6d8fbe504151a70936203839,delivered,2017-12-07 11:58:42,2017-12-08 02:36:49,2017-12-09 15:17:46,2017-12-19 22:33:18,2018-01-03 00:00:00
482e2b33358915d170f8430d8094c0e8,4434bdcccd4c540f8d525f693f78b43e,delivered,2017-12-07 11:59:51,2017-12-07 14:52:54,2017-12-11 13:47:55,2017-12-29 19:40:45,2018-01-04 00:00:00
1bae29458497cf459ccba5b9e54d40fb,343221ef32c6f6d61324804c27dff8c4,delivered,2017-12-07 12:03:24,2017-12-07 14:52:52,2017-12-11 18:21:47,2017-12-13 20:54:29,2017-12-29 00:00:00
