order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
9eac94dce77597b831e8c0dfc584bc8b,8c9649f122c39c0e6bab6e62accf7f3e,delivered,2018-01-18 23:16:44,2018-01-29 16:53:28,2018-02-02 02:50:57,2018-02-17 15:57:01,2018-02-15 00:00:00
e4343d78149c8b9a3a1dd744e0e274bc,7be396f104a712e5cada0d53a1ce3417,delivered,2018-01-18 23:18:25,2018-01-18 23:30:34,2018-01-23 00:21:46,2018-01-30 14:46:49,2018-02-15 00:00:00
d32d839e4c6f7772888cc70c40f23abe,f282c09c41cb14c6a88481deb1c0b25e,delivered,2018-01-18 23:19:22,2018-01-18 23:30:34,2018-01-19 17:48:36,2018-02-01 17:39:04,2018-02-15 00:00:00
e7d3f9457c859cd5b63a25a4c2afb2e0,e65509bad7e534de9c1f202b06901672,delivered,2018-01-18 23:26:10,2018-01-26 17:03:27,2018-01-29 22:19:36,2018-02-14 19:53:18,2018-02-09 00:00:00
f01557208e34bd6c092c907754981421,a3a29adf6701f67bcd871855b7a739da,delivered,2018-01-18 23:40:46,2018-01-18 23:56:21,2018-01-19 23:07:40,2018-01-22 19:38:47,2018-02-02 00:00:00
cdd73574196041c23e5d79e121180830,f4088a81cdec0dfe42722a468febb0bf,delivered,2018-01-19 00:00:56,2018-01-19 00:11:42,2018-01-19 22:29:13,2018-01-26 22:48:30,2018-02-20 00:00:00
115b01b1f77f0e02812425b6f5cd8f2f,3a33c0707eef44f18059500427d00c67,unavailable,2018-01-19 00:08:45,2018-01-19 00:36:45,,,2018-02-16 00:00:00
80e6ab36fbbf96f969a371eb7bdbcb86,e64e724438b1417c3d6d94ead72d695c,delivered,2018-01-19 00:11:12,2018-01-19 00:36:51,2018-01-22 22:17:49,2018-01-30 21:34:05,2018-02-23 00:00:00
4a77a1a8add8db5a1d2cb407b6923849,2dce9a88e9782c5eb7a92dce1c1684ee,delivered,2018-01-19 00:18:33,2018-01-20 11:57:51,2018-01-23 23:18:14,2018-01-30 15:57:07,2018-02-14 00:00:00
b8bfa12431142333a0c84802f9529d87,c81be24f970cdf800017108e48d4b098,delivered,2018-01-19 00:21:43,2018-01-20 09:08:37,2018-01-23 14:19:36,2018-01-31 00:23:01,2018-02-09 00:00:00
fe933df0fd385b69db30d4d517d67853,c23799a7a4ab562338447cd8446bdb95,delivered,2018-01-19 00:22:17,2018-01-20 00:18:57,2018-01-22 17:09:33,2018-01-31 21:52:22,2018-02-16 00:00:00
d71bc96c14d72c5f5b76bd286d6304f9,f41316561f7e7cb63af5bb95ad9b4b26,delivered,2018-01-19 00:32:29,2018-01-23 09:59:22,2018-01-23 19:13:49,2018-02-01 19:06:38,2018-02-05 00:00:00
00ace652c8a5072670f30674e5f19844,8ef0a1cf31ce44185f0ee98fd976ef70,delivered,2018-01-19 00:35:45,2018-01-20 09:07:49,2018-01-31 16:44:05,2018-02-19 17:12:48,2018-03-06 00:00:00
