order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ca0f56eab306ab99911de4c96727a104,3d65e1ccf1a3b05e204ed59e8e14af82,delivered,2017-09-12 15:25:10,2017-09-12 15:35:24,2017-09-14 17:22:49,2017-10-11 21:05:37,2017-10-09 00:00:00
4574345c7d99730212061b6152f81928,e1f76c1aaa186dae7a044dcbc8a14e7a,delivered,2017-09-12 15:29:33,2017-09-12 15:44:19,2017-09-15 14:05:17,2017-09-22 17:39:56,2017-10-03 00:00:00
f49ac798b81a51189639cb0a04d2bb69,8e6af5909487bcdc2610d60e5eac1f81,delivered,2017-09-12 15:35:32,2017-09-12 15:50:18,2017-09-15 15:52:43,2017-09-25 17:26:49,2017-09-29 00:00:00
dfe94fc0123a2667259503f695edf46e,cbb1eca90285dadf3f1bf7b5848d8252,delivered,2017-09-12 15:36:04,2017-09-12 15:50:13,2017-09-21 19:52:45,2017-10-03 19:48:54,2017-11-24 00:00:00
49bfd44c750b412b6c1312637fb82abf,2d24fed1756a77452cee7d8dd4375c61,delivered,2017-09-12 15:49:52,2017-09-12 16:04:53,2017-09-15 18:42:27,2017-09-26 18:49:03,2017-09-29 00:00:00
80c2d7b033497bf5aea90a2eb4b0966c,4ca8f71e6f71c236c3b09e04be215389,delivered,2017-09-12 15:51:11,2017-09-12 16:04:59,2017-09-13 18:00:03,2017-09-22 21:09:43,2017-10-09 00:00:00
f49f77badfc3933812e76370092e7995,c72f9e7f1ffa78646bf17c180f5d3df7,delivered,2017-09-12 15:58:03,2017-09-13 03:10:19,2017-09-13 21:27:38,2017-09-14 18:49:46,2017-09-22 00:00:00
633f4fc75774571fccaef584dfce5a7b,341d1d77e807609cda6bb8c3f7cc1352,delivered,2017-09-12 16:01:18,2017-09-12 16:15:15,2017-09-15 23:42:36,2017-12-23 20:07:03,2017-10-19 00:00:00
1e2566907e0655a3549bdcb88b0291f1,4574518f4c6e0eef440e205139e125d6,delivered,2017-09-12 16:04:11,2017-09-12 16:10:29,2017-09-13 20:22:50,2017-09-14 18:07:40,2017-09-22 00:00:00
b47e5f219beebf1ec0bea2ea907f6e64,34dab2d29e7a5017203b99b484a80c96,delivered,2017-09-12 16:06:10,2017-09-14 02:45:41,2017-09-14 17:25:41,2017-09-21 17:48:03,2017-09-29 00:00:00
96c7412c14bcdf2793e352dee66be6a7,40e924148a8a8aa206f1fc2c4e2d298d,delivered,2017-09-12 16:08:02,2017-09-12 16:27:27,2017-09-14 15:33:35,2017-09-18 19:37:52,2017-10-04 00:00:00
95d8c6b4c0b7c33f86f75fa4e0a74594,fc6f2443283ec7170b178d24aaf69f15,delivered,2017-09-12 16:10:13,2017-09-12 16:27:35,2017-09-15 20:15:54,2017-09-27 19:22:14,2017-09-29 00:00:00
e730263138d4e66152a694fd4ec32280,007732425b3cfb147a3ca928ce907cc1,delivered,2017-09-12 16:15:06,2017-09-14 02:50:40,2017-09-14 21:12:40,2017-09-21 16:46:56,2017-09-29 00:00:00
18f946a462c7b48981fb551535be4a74,ab749b53268b969dd8a4309e6f11c065,delivered,2017-09-12 16:16:55,2017-09-12 16:30:28,2017-09-14 17:54:07,2017-09-21 19:14:32,2017-10-05 00:00:00
757fc9c2b9efb9c346fb38ec82763c32,f4d1920121272d6f1f6397e452c9633d,delivered,2017-09-12 16:17:32,2017-09-14 06:45:15,2017-09-14 16:47:52,2017-09-19 18:52:44,2017-09-28 00:00:00
b0f4100fd9f021ab148a7f95815fa2fc,4498f5e3202243c58ae58247497599a5,delivered,2017-09-12 16:18:47,2017-09-13 03:24:54,2017-09-19 18:48:03,2017-09-28 15:13:46,2017-10-04 00:00:00
a7068cfd6d38617e2a752a01e40230f5,c56d35b9a9d16dbacf20923026c3a06a,delivered,2017-09-12 16:20:23,2017-09-12 16:30:23,2017-09-15 19:33:21,2017-09-19 17:35:04,2017-09-28 00:00:00
20e1fe47866114539324803e7f7547c9,519eb7f61d2cdd15efdd96e826aa0ea3,delivered,2017-09-12 16:28:17,2017-09-14 02:50:35,2017-09-14 16:24:04,2017-09-15 19:08:01,2017-09-22 00:00:00
c405d436f973cb6f7c1c1523a85cdcc2,f8e233115b08d0c903ad8e96cf387d59,delivered,2017-09-12 16:29:18,2017-09-13 03:36:11,2017-09-13 18:54:41,2017-09-25 18:56:30,2017-10-04 00:00:00
6a189ed8c568195193d5880d4c090de5,473ff83f3d6ee032861533dfbd139f6f,delivered,2017-09-12 16:29:59,2017-09-13 03:25:56,2017-09-15 18:13:08,2017-09-21 22:03:19,2017-09-29 00:00:00
c93e4c73cba512f76817291e0de8bec4,9f5a2f912f123d541a318029712fe90b,delivered,2017-09-12 16:32:09,2017-09-12 16:45:08,2017-09-13 22:39:49,2017-09-22 16:43:37,2017-10-04 00:00:00
140f3f5e8668adb28164b2718f2d309b,eff301f10ee34644b4fd64e3900468ee,delivered,2017-09-12 16:35:37,2017-09-14 03:05:57,2017-09-14 20:44:05,2017-09-20 17:51:23,2017-09-29 00:00:00
db30bf3b1cc383459bf7f3a938528cea,a53fee4888ef7b6e6743bf4f9a0b1bd6,delivered,2017-09-12 16:36:36,2017-09-12 17:20:06,2017-09-13 16:41:57,2017-09-18 19:53:31,2017-09-28 00:00:00
6cff0bbcafb7486dd85cda3c8171cf9a,1e492f4fb4ccdab801d2b7787855f189,delivered,2017-09-12 16:38:26,2017-09-12 17:20:06,2017-09-13 17:03:55,2017-09-19 20:37:49,2017-10-03 00:00:00
837b8d9b2e7afd344f8abfe25c899e7c,7bd66d7d5a389211902bd372575b253b,delivered,2017-09-12 16:38:45,2017-09-12 17:20:05,2017-09-19 19:03:58,2017-10-02 19:46:02,2017-10-09 00:00:00
c85f8d62f0ff14b199c3d6ea33e571ad,194be1861098744d7b0a1b72b54ec587,delivered,2017-09-12 16:39:56,2017-09-12 17:20:10,2017-09-15 10:25:35,2017-09-21 19:41:33,2017-10-03 00:00:00
e0b3f7f3d068cffc29d9dfc97fecd016,af31ca29fb4190a0b56304428dbe90a9,delivered,2017-09-12 16:47:41,2017-09-13 03:25:20,2017-09-13 21:41:47,2017-09-25 21:21:40,2017-10-06 00:00:00
832c61671b530bdc7d56880581bc2146,bc01d798f24a959b19dc8168975bf7ec,delivered,2017-09-12 17:00:49,2017-09-12 17:15:18,2017-09-14 21:50:33,2017-09-18 10:52:00,2017-09-28 00:00:00
ecc7087acdf5c36b3e115a2638bcfb92,3d9838aa35223cdfddaaf348d93bc30b,delivered,2017-09-12 17:10:30,2017-09-12 17:30:11,2017-09-14 16:37:33,2017-09-19 17:52:21,2017-10-05 00:00:00
cef32f42c7dcdc8bcf919ba74f04da78,e9a06aa3f7fa097f35f17df488b3cc73,delivered,2017-09-12 17:20:21,2017-09-12 18:04:36,2017-09-13 18:54:41,2017-09-18 20:32:23,2017-09-28 00:00:00
88cd8bb48fb54b0e7a42902d1383f847,865759cd610a2badf3cdbf9f717a46d4,delivered,2017-09-12 17:22:15,2017-09-12 17:44:53,2017-09-13 19:37:17,2017-09-15 19:35:50,2017-10-10 00:00:00
5cd162546fa462ea71132e5419ab9f09,e256d3da02ebeb6de514cf0abfcd534d,delivered,2017-09-12 17:27:02,2017-09-12 17:44:52,2017-09-12 23:26:31,2017-09-28 20:03:38,2017-10-10 00:00:00
7f52fe36580dffc15fb684d226b12f32,9af15d3746688c85fe8c47cc68caf0f0,delivered,2017-09-12 17:33:41,2017-09-12 17:45:23,2017-09-13 23:33:41,2017-09-22 16:34:59,2017-09-29 00:00:00
a8715df62ddbba56b77f5ac4ecf71d4f,ad1d8fcdf98223e86c6863f69e579c58,delivered,2017-09-12 17:40:49,2017-09-12 17:55:26,2017-09-14 12:37:30,2017-10-02 16:58:19,2017-09-28 00:00:00
3c5223fd196a782f9d4c03c820caf004,c7bb0d8c05d993ead5438a66625cff87,delivered,2017-09-12 17:47:39,2017-09-15 12:55:20,2017-09-15 22:15:30,2017-10-03 21:38:39,2017-10-10 00:00:00
ca99d0db69566c10a85c187406e20b76,1e7989c434504343a913116ac6f213d2,delivered,2017-09-12 17:47:51,2017-09-15 16:35:23,2017-09-19 22:48:50,2017-09-28 19:13:54,2017-10-05 00:00:00
068c06f0ea08ab32e127f87aafaa834d,1633693027f6a28a4f6ee559c2950e37,delivered,2017-09-12 17:48:50,2017-09-12 18:04:35,2017-09-18 21:45:49,2017-09-26 15:55:05,2017-09-29 00:00:00
97c6f98cd025659444b815df5050d8d7,db5374a5a0de70b9b226cc07f00c7de3,delivered,2017-09-12 17:49:55,2017-09-13 17:55:29,2017-09-14 21:36:00,2017-09-18 21:44:59,2017-09-28 00:00:00
b1f632bf6d3b5bb0cb03cf91b8283c3a,f15ad839f9310522cede84e46d072995,delivered,2017-09-12 17:49:58,2017-09-14 03:04:45,2017-09-19 19:13:11,2017-09-29 19:37:57,2017-10-09 00:00:00
09905fd2dc65b5998da50f11ae3ed6f0,a8e4fcb04ab98006c138e1db0a084c28,delivered,2017-09-12 17:50:37,2017-09-12 18:04:33,2017-09-21 23:14:16,2017-09-26 20:06:49,2017-10-09 00:00:00
f162c6cbd93bb5eebd520d6f654cf7cb,9ef0a3bfdd0307c3f1e11e12316732d3,delivered,2017-09-12 17:56:15,2017-09-13 03:36:12,2017-09-18 17:07:29,2017-09-21 19:08:04,2017-10-02 00:00:00
eaf817b1e9460ea656747c70aa8d9c6b,69fa5d6edaf3d036a97be94a97c172e4,delivered,2017-09-12 18:00:13,2017-09-12 18:15:10,2017-09-13 22:07:34,2017-09-18 18:22:12,2017-10-02 00:00:00
942ca92b6dd15a40d979cc95c6b8c761,433f70f1d652d249dd045f7922c5169c,delivered,2017-09-12 18:03:22,2017-09-13 03:30:13,2017-09-15 17:32:20,2017-09-20 11:37:20,2017-10-03 00:00:00
4cc2ebba3c2ad873d27b23ecdfb87d92,99c7984922f1972dbc63eaf6dfab7e7e,delivered,2017-09-12 18:14:25,2017-09-13 03:10:44,2017-09-14 19:29:54,2017-09-21 21:02:51,2017-10-03 00:00:00
61224c4690fa8613b56e0469cea9415c,d660cc394eb24b0a1fbf68174a1531e3,delivered,2017-09-12 18:17:51,2017-09-12 18:30:34,2017-09-13 15:36:45,2017-09-25 17:37:09,2017-10-05 00:00:00
a0ed7e292495e32e3a7e3ae479219c4d,3d2110fea7787994f7ff93361842685e,delivered,2017-09-12 18:23:45,2017-09-12 18:35:15,2017-09-13 21:45:58,2017-09-25 17:27:01,2017-10-02 00:00:00
bfae97f66e306e1f2832857d6d11925f,bc9bab6d6e6c3d1a7bc6c1242dbd48c2,delivered,2017-09-12 18:24:46,2017-09-12 18:35:13,2017-09-13 17:23:27,2017-09-22 22:42:39,2017-09-22 00:00:00
2059d0da82b7b8d60f4a609d795bc9ed,65dd4312a8e9a71e8a916a9bbe464120,delivered,2017-09-12 18:35:59,2017-09-12 18:50:13,2017-09-14 17:33:12,2017-10-03 17:21:36,2017-10-10 00:00:00
b94e9a3fad6a18ccc040e66e4bd271b4,5cc76dcf28ddfa1bf213e2353990789a,delivered,2017-09-12 18:42:37,2017-09-12 18:55:15,2017-09-13 20:38:09,2017-09-20 18:48:19,2017-10-03 00:00:00
a74120d5c086c0961b39f42282094ab3,71c73f4ea57a0b2cc7905fd6c833e6ba,invoiced,2017-09-12 18:44:10,2017-09-12 18:55:13,,,2017-09-28 00:00:00
68a5e21e84986b92e9de694590c5a22d,8ddc08f219bd236e6f8674fcf183d721,delivered,2017-09-12 18:44:16,2017-09-13 03:15:45,2017-09-18 21:47:41,2017-09-20 18:37:43,2017-09-27 00:00:00
b551d008e194e808841c76fe13ae2969,dea2f5dfb7067437f99c9790d190ebbb,delivered,2017-09-12 18:51:17,2017-09-14 02:43:54,2017-09-14 19:23:03,2017-09-20 21:17:30,2017-10-02 00:00:00
b5156aaf024c8c29f06f62175e1ccb48,b63d3a810558af5af7ab6261494da135,delivered,2017-09-12 19:07:38,2017-09-12 19:24:32,2017-09-13 17:50:06,2017-09-19 21:19:09,2017-10-02 00:00:00
45ef0cf6b60d59760bc550fe33d12570,9ad2dc0ac86b57bd7f878fe94ee810c2,delivered,2017-09-12 19:07:59,2017-09-12 19:24:33,2017-09-15 18:35:06,2017-09-25 19:05:36,2017-10-18 00:00:00
ce76ba808390da98cbfd753c07545bfd,d6437cc930ef10527a2122c67d79e030,delivered,2017-09-12 19:10:06,2017-09-12 19:24:28,2017-09-13 20:27:56,2017-09-26 16:15:12,2017-10-05 00:00:00
