order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
93e85b947c8fbaef6206e8f282ec28f6,0d5f0d55d8ac2ec02aee9ae6cb96b15e,delivered,2018-04-17 16:36:08,2018-04-18 02:11:17,2018-04-23 19:34:48,2018-05-04 20:40:44,2018-05-16 00:00:00
f6bf3b24291e3adaf0840193cedbf844,6f299b8ed3366569b07fdff803f6f691,delivered,2018-04-17 16:36:25,2018-04-17 16:52:05,2018-04-18 23:04:22,2018-05-25 16:26:45,2018-05-18 00:00:00
fe7b0ea37e5952dd4b891cb81ccdfeb8,c526b224bf15d912e5dec4f77c71eea0,delivered,2018-04-17 16:36:54,2018-04-17 16:52:11,2018-04-18 19:34:34,2018-04-26 18:48:32,2018-05-10 00:00:00
0c1cc28155fd9320c6ffca57c92999a0,e1a8132a93174597bc2dde1255a39b21,delivered,2018-04-17 16:37:44,2018-04-18 06:32:00,2018-04-18 20:38:21,2018-05-10 22:44:40,2018-05-17 00:00:00
b04367fb19ad3f39d1222e76b9b2ed85,b8d19ef5e8272057dd55666e41a006ac,delivered,2018-04-17 16:45:20,2018-04-18 03:30:11,2018-04-19 01:45:40,2018-05-17 21:12:51,2018-05-14 00:00:00
7922fc267fee367d631d58c09d8bdfdf,54c9be3772a24c5641ba32234f87d453,delivered,2018-04-17 16:46:32,2018-04-17 16:55:37,2018-04-18 16:58:28,2018-04-23 23:58:49,2018-05-04 00:00:00
e2d992dfb23aa5b768db449b84b8200b,ad5b13bf0d52d34619b22b66ef348361,delivered,2018-04-17 16:50:32,2018-04-17 17:10:34,2018-04-19 12:21:26,2018-04-23 18:38:45,2018-05-08 00:00:00
e311f8fc30348d6213964a43f70f87fb,6ca7c0e971c24ce0931f148588ef23ce,delivered,2018-04-17 16:54:48,2018-04-17 17:10:42,2018-04-19 21:28:38,2018-04-24 19:28:56,2018-05-07 00:00:00
07fe18147d98a22e8f8f5e43fc09d831,ef3ccd6d77b6f38823b6360f3f2216f9,delivered,2018-04-17 16:56:15,2018-04-18 02:35:15,2018-04-18 23:41:52,2018-05-04 22:28:45,2018-05-25 00:00:00
d1ec284532e192ddc41c2a400620e697,995a7b232e49271ee4f4896689b3c718,delivered,2018-04-17 16:57:48,2018-04-17 17:10:52,2018-04-18 19:32:23,2018-04-20 20:16:31,2018-05-23 00:00:00
79f972ddba6969e1903a32a2bbc78886,b04d041da05c2704d29c6945333cd08d,delivered,2018-04-17 16:57:53,2018-04-19 02:32:11,2018-04-19 23:28:42,2018-05-11 17:42:08,2018-05-24 00:00:00
edf6ca78e2f6def9edbec6b61c2194bb,da650708e2f0b63796c04b0f05080902,delivered,2018-04-17 16:58:12,2018-04-17 17:10:50,2018-04-18 20:36:42,2018-04-24 19:36:46,2018-05-10 00:00:00
e042f1ec6293e2f37caa42cf5878b021,97ead85046c88db67bd6f13ad4fa3196,delivered,2018-04-17 17:01:58,2018-04-17 17:15:13,2018-04-19 19:36:41,2018-05-14 12:26:56,2018-05-17 00:00:00
b9b67defe2c737be99d6d3fbeec2e62e,2239dc7cd7e66faaeebfd0621eb73627,delivered,2018-04-17 17:02:13,2018-04-18 17:33:53,2018-04-19 19:58:45,2018-05-02 20:54:37,2018-05-25 00:00:00
db192ddb0ea5a4d7a0506e7d7ec92343,c21e33cbee939409efff8c2ef959a275,delivered,2018-04-17 17:03:28,2018-04-17 17:15:17,2018-04-18 21:50:42,2018-04-23 20:11:24,2018-05-07 00:00:00
4b88668564375e386936d591619a422c,ff4ead15d934b5b5896ca73904d07f66,delivered,2018-04-17 17:05:07,2018-04-17 17:15:18,2018-04-19 02:13:31,2018-04-20 19:28:50,2018-05-04 00:00:00
5000db43709b8a1e13f508043ff281c9,8f43eeb988c31213d67b0807a9b6f193,delivered,2018-04-17 17:08:56,2018-04-24 18:58:37,2018-04-23 18:16:56,2018-04-30 22:34:30,2018-05-11 00:00:00
e06b4a36b87fa33d65f03cc6b3108d1f,1043bcaca53fd656062c81d6b9b5bd77,delivered,2018-04-17 17:17:46,2018-04-18 17:33:49,2018-04-20 17:42:39,2018-05-22 14:03:38,2018-05-21 00:00:00
7c363fbfb4e41c26246ea6097cd275bf,3f2c91cf99f9896186902778e28051a9,delivered,2018-04-17 17:23:03,2018-04-17 18:32:30,2018-04-18 18:04:04,2018-06-13 12:23:48,2018-05-29 00:00:00
d7d1d0e6c3f409480d2ea528b338e5ca,2f588632961f7b6289f4695ff36cd924,delivered,2018-04-17 17:28:05,2018-04-17 17:50:37,2018-04-19 18:02:58,2018-04-23 19:28:48,2018-05-14 00:00:00
d20dc9a4af7f6a0c44930ff40e4d6725,efbdf272ebd0b98f5c51ef96b3eedacf,delivered,2018-04-17 17:28:45,2018-04-17 17:50:45,2018-04-18 19:28:55,2018-04-24 18:03:09,2018-05-16 00:00:00
0382be412d28f04f932ae97df15d634e,fc04cbc6a598681d02b85ad190f1aec2,delivered,2018-04-17 17:32:13,2018-04-18 13:52:04,2018-05-09 08:01:00,2018-05-18 17:03:43,2018-05-14 00:00:00
