order_id,payment_sequential,payment_type,payment_installments,payment_value
b81ef226f3fe1789b1e8b2acac839d17,1,credit_card,8,99.33
d0a945f85ba1074b60aac97ade7e240e,1,credit_card,2,541.0
5d9c5817e278892b7498d90bfa28ade8,1,credit_card,2,290.16
f86f6472fa9f395d8d9a6751ca118afb,1,credit_card,1,64.03
1dcf0c8cd36ffaf57784fbdc90079310,1,credit_card,3,157.15
d3e774a185c0b1b2286ffd6c70abe2e6,1,credit_card,8,117.74
2e2c60b99754ae1e4d8b18846cfec9f2,1,credit_card,4,542.66
85eef2d342b0de363c45c1bc324729c5,1,credit_card,3,99.43
4217849b1ff18a9270fe048eabc4dc45,1,credit_card,1,67.88
60e43c5f5ba559d9dd19357ed72cb2f2,1,credit_card,2,78.3
46ee6eaca194413758f200a6974b7e4d,1,credit_card,3,71.99
82ffe097d8ddbf319a523b9bbe7725d5,2,voucher,1,30.0
1594012ccc1b0770373ce691d697e5ae,1,credit_card,8,362.17
67c8c2016ddabf0059783eb44e921f99,1,boleto,1,68.54
37fc44460574b368fe7933c6ae98f224,1,credit_card,1,47.43
76b8568803f110a59ece4167463a4a7e,1,debit_card,1,76.39
d189b98b9c4f5325db664c5455fe927c,1,credit_card,1,341.58
5b2f1ff03b77977af4258e7cfc2ec799,1,credit_card,1,260.57
0fe5bc7345e72628330234915ed373bd,1,boleto,1,106.85
b79a7395d3911e77688dfe966105a683,1,boleto,1,108.64
45da19cff07c4148ba32b1a6bb8d87c1,1,boleto,1,126.68
cb666a5ed3eec739fae136c3da8552c7,1,credit_card,4,264.67
5ff78652a040431e007c9349249d3503,1,credit_card,2,386.46
8be031b84394ed99ee85be1985019058,1,credit_card,1,21.94
394eefeb1d359eb230a22ba3bd68f072,1,credit_card,1,172.92
60bcba6747ee878b9007f61275f4cd1f,1,debit_card,1,265.41
5b2e70f861de8953b06ea667adc2eb4e,1,credit_card,3,258.71
d82255dd8d216b8577f8f2527ce817a1,1,credit_card,4,89.57
141d3bf5aa7128f40bf2a60cef620b93,1,credit_card,3,159.03
44f9bb85e9dfb3f106dd017fbd8b8006,1,credit_card,3,134.12
05c5f6468206cec16a8c99f231bbbe86,1,credit_card,5,161.88
ee482a8248d67e42aa1105d14a941a47,1,credit_card,2,150.52
7056ed3b6f11b379db7915d1f6a69ad9,1,credit_card,1,38.13
b0b61472cd1ff0e9f1450c6ae4c8d5a4,1,credit_card,1,99.43
524ea0422eabccf15e4af385f6b153d6,1,credit_card,1,36.59
76978d31d8e911d947c1c80c193e116d,1,credit_card,1,76.87
f44117f1303c4e6573d463bdedff85de,1,credit_card,3,114.85
767db3d915db881b9f47ce8ac08daf63,1,debit_card,1,53.9
c1213e8146aaff37acf16bfef1789d75,1,credit_card,2,93.4
15623f35d6d5eaa2fcd185a613927e86,1,boleto,1,131.8
90ea2b1be9c98c67406de151652daa63,1,boleto,1,59.22
5454971549d855538eb746e4d263f9a5,2,voucher,1,188.93
93d1fcee477966a088fa92cae7c8a488,1,credit_card,8,237.54
dc3da2a9d0c93951fdc030194d48bb02,1,credit_card,1,200.75
c8a767e16f523557f80cceef9f5ac88f,1,credit_card,5,245.51
a625881421471d07433770992a93acab,1,credit_card,3,104.43
64b281751527cf3da5d9eb68c785cedf,1,credit_card,1,125.22
8bf6956999b0861c3191773f28806f40,1,boleto,1,99.9
640521517a7ba45ac5894e92e00397e2,1,credit_card,6,323.92
2b8e4a06dca9d5c4071575613d7a5037,1,boleto,1,44.34
2c0e90a2bdcffa59af23fe752aa40541,1,boleto,1,218.27
a86ad6bfca543eb89c02ccd35b2d4099,1,boleto,1,93.82
0e5f77f8bef9424afd3d6e904e873275,1,credit_card,2,123.27
f66b2f5f778a4ba2ab4b97679dd30f64,1,credit_card,2,118.43
249e44947c66e3b0e46b3ba2f38d846d,1,credit_card,2,138.74
50aee6309ac7a0d4fd5c78ac0d4e5404,1,boleto,1,277.48
29e88d870b2322863f45602dc1a8bd89,1,credit_card,8,162.51
7192fdda583a1beb9274f8693cee679d,1,credit_card,6,162.55
a1bb68068326efb8e9c0bfa0e0a02466,1,credit_card,5,50.95
4b007a72f108b589a20227ab419705c9,1,boleto,1,36.38
2c1440ef98f5dc82a9936f1e55acecd9,1,credit_card,1,118.09
b170f1243a620b65504157b83f69a2e0,1,credit_card,3,80.15
1d9a9731b9c10fc9cba74e6f74782e8b,6,voucher,1,8.47
f0a3e1364c48c7c7f24a2282883d5c64,1,credit_card,1,27.36
0d2f476fd2a5f059f8b4e36bc04d54ac,1,credit_card,1,60.3
e807a70014b92cf251b7b8f3768b023f,1,credit_card,6,67.88
028e8f5a96db8d372890e03d22829e9b,1,credit_card,1,20.75
70aae84b2facb982a1867a6793603919,1,credit_card,2,198.13
d56851f342ee399d61852bdcd356a663,1,credit_card,1,187.87
91f8127396bfce32461d286408e16167,1,credit_card,1,123.67
048cb31a5449d208f197f1fe7b617c3c,1,credit_card,3,84.42
eede6f786783c6fc09da4a544e83e4d8,1,credit_card,4,412.42
dbc94ce4ff22c2daba89640dacc43949,1,credit_card,1,58.63
1a0ce44b1b78ab7a0abb0bdf7062b2c4,1,credit_card,2,98.7
1f70d88d8d6e9880a9e50ee78420c24c,1,credit_card,8,134.46
f61d8df3d4314897d9ddc27cf6b94bb5,1,credit_card,1,207.24
c58376e6393aab97f2ce125e6628b6de,1,credit_card,2,91.42
14e9f1caf8efa770b1a67ec0adf24737,1,boleto,1,131.76
57b27ed317a9d0ed3ed31b5a50392b51,1,credit_card,2,127.82
e4b2030986f453ba45c63a508073e3d3,1,credit_card,3,253.07
d1ccf9110e914e714e76f6434142710f,1,credit_card,10,154.62
eed5f84919d668737e50dac75a4ebbd4,1,credit_card,3,195.48
41189ec3ec41a82996b68cb4a6a661fa,1,credit_card,1,22.79
778d960ed98fe278fca42ee20d002b1f,1,boleto,1,64.03
5ae27cc40da0652f19685c5b8352c979,1,credit_card,8,510.3
d4da0eae97584a51df1e150a105e4f20,1,credit_card,4,249.39
649fbfef8ead059794ca4dff975904d0,1,credit_card,1,150.78
0c31953b008c5e98882d436f4298cde0,1,credit_card,4,108.3
67fd617db75c8db65cca2054ac5c8bbd,1,boleto,1,36.73
8832736e69bda45d9e1c6f5a64e64517,1,credit_card,4,316.18
89fe5e16d119e60870f0e2040c548094,1,boleto,1,36.38
42b0798ccc52aa08aab4693a33960eae,1,credit_card,8,218.21
0fb2036805020445edceb236ebe847c8,1,credit_card,2,26.77
d736797e446b9c7bc072d55b49748180,1,credit_card,1,92.5
3585d13e3147a56c82596757cff8c66c,1,credit_card,1,56.39
55d741cba8bfa4db04ec4af34a99cbfe,1,credit_card,2,186.87
605b496ab2cd71fe8105952dafc16227,1,credit_card,1,59.86
469872bf23abc5c0ce6db24fd6fec382,1,credit_card,2,99.9
30a461491fa262d5d6321e3194bbb452,1,credit_card,1,63.83
8bdf9c1234f103cd24f42bbe538bcfeb,1,credit_card,6,78.42
1d550821ddf4dbf2ec30545f33108874,1,credit_card,4,124.6
8cfbb8cf89ae7debae363e130964dfcd,1,credit_card,4,122.62
28262d9fd1a7ceff1089bc357b873b91,1,credit_card,2,72.77
fb4de3600d359f84927517e78ff9ba54,1,voucher,1,0.01
b231ac7a6c9bf6113ddfd94e6fec8cd8,1,credit_card,1,123.92
d6a416d3c459a6ac5053a585757bf8a3,1,boleto,1,67.32
7410535fe6a922518e4f862208c066bf,2,voucher,1,14.18
11156cbbd16c21d0f876588915098a28,1,credit_card,3,296.1
3f8dc90a470531b954d9b654e20c58af,1,credit_card,2,98.0
045eff272f42f0ae0191149686f193e1,1,credit_card,4,84.36
86c1886c8f8d1e3418ec90bbec17e67a,1,credit_card,3,756.83
1fef84eb15d7b166c3e3008a8dd48ef1,1,credit_card,3,162.41
72720cd963d6632b6d378ca9baca8963,1,credit_card,10,204.96
e9469e5fcdd939ebabbcd92bd8e8cb39,1,credit_card,3,50.23
23a9867e2ef4c3cd636e7e275edb0252,1,credit_card,10,351.33
8b1a95230c9ecbd01c91b80ba1f99a32,1,credit_card,1,109.47
9a92634d7c186b507d82bd00823929a2,1,voucher,1,67.29
a52c52c656d3b3ef3ec72fcdc13c714f,1,debit_card,1,69.9
c01b52b26b2be81e5712a958631d858e,1,credit_card,1,77.12
e87da23aab323df28deb2e98d41a3fb0,1,credit_card,8,321.08
83f40343811b7a7641af81d74e1a7875,1,credit_card,1,62.39
ac6a5b80624dd534ee1e0ff1e7f1486f,1,credit_card,1,68.35
403b063e9e57ae6bbcfd6fae2bccfad4,1,credit_card,2,127.25
fb7394481514a3870d70bdf7f9c2382a,1,credit_card,3,87.94
c9fe3cca849fd78e942704ee0078cedf,1,credit_card,2,57.77
40e370756cfe851295bf0ca9e6811f46,1,credit_card,1,27.38
10fef716a1d9fb11eb624a9625853eea,1,credit_card,2,145.52
7ee7410ad49b716a783af62488071cb7,1,credit_card,1,38.95
67d76fc5a4545e99be9b1e6f9e90cfc5,1,credit_card,2,221.47
0a9578b7213cdc97d31f2e5b5a359bdf,1,credit_card,1,82.13
4b08bf2c9627241e09f00f6df0a4deb5,1,credit_card,5,197.81
9883744c6400cfad8a620ddb82b9793c,1,credit_card,2,271.24
eb6856a5040be42730df3dd8004a39f7,1,credit_card,8,908.67
0d318172edd07ca95c0015267fab29ad,1,boleto,1,84.13
c1387d81aa7018f9ecca06376610696d,1,credit_card,4,84.13
fa42ca789329fe838b380b2dce4c0307,1,credit_card,6,171.75
0bde6dfc382fc35f1a5ebf8ddf8e639d,1,credit_card,1,99.9
1e0b82a0da7f09ea9ba1b82dfaf4fa23,1,credit_card,15,876.98
d0669b64153d2b6cf4cf2b6a11281c4f,1,credit_card,3,68.75
ea88ef80cceb79ad79ed25ed33d0b7d9,1,credit_card,2,54.59
d308807f231cc2e9a4e2ee71b86fbebd,1,boleto,1,167.99
bdfa4237c19c14513acaf750e3e8b7f1,1,boleto,1,33.24
b12c22449b10c20ca59c61ae92eb3e72,1,credit_card,10,917.2
f32c0e06190ba6756bf5532cae9f07c1,1,credit_card,4,144.82
a1c5f3004b6d0b17e7c63521c8971be1,1,credit_card,2,171.0
01b02139ac5f79a5de2c56284af7bb3e,1,boleto,1,148.51
25c22896dca583d857448141d99ef3ff,1,boleto,1,82.51
967c49716bb3079dd0f2e8cc27301f92,1,credit_card,10,323.15
83f524dae71f9cada869247b753f2abb,1,credit_card,5,112.59
67ff89e045f61cd73790e9866d3dc6ea,1,credit_card,3,150.6
