order_id,payment_sequential,payment_type,payment_installments,payment_value
8cd68144cdb62dc0d60848cf8616d2a4,1,boleto,1,330.66
b2bb080b6bc860118a246fd9b6fad6da,1,credit_card,1,173.84
10d9871bed9fb8d0887d3b9022edd1ff,1,boleto,1,84.14
e1b4ee0e390fbac1dec439d72b45a115,1,credit_card,3,77.7
4c2e1a95586c815795a324d1599e7b5a,1,credit_card,8,117.71
198298d54f269d8c5fe89e85a859af61,1,credit_card,10,342.56
b19ca559688b49e8cf7f88c1aa3f0009,1,credit_card,7,73.34
c604ad5f1e0d0bcf9977cf46d1d72303,1,credit_card,1,31.0
2d1d5777f29a8ee6593cf90b85afb5b6,1,credit_card,1,91.17
1a9b986cfe31ed59c5a6c00287db7e74,1,credit_card,1,31.75
11978d520d85578c9f024b99ac1a87ef,2,voucher,1,20.09
0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14
2176f1406c11f07dcdea94931730770d,1,boleto,1,88.08
57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03
2d5b43766328f55157cae1e85e1dd475,1,credit_card,1,56.85
9027f38fa8afb91a7ad77fd92abf97a1,1,credit_card,5,477.45
9a8743fed3cc7a477eb92cb0ca0e7d26,1,boleto,1,50.1
33f3e269b872b41e5f90b01a92d454eb,1,credit_card,3,543.83
46c7c115d719ca780eebedf719fbd4e1,1,credit_card,4,59.71
aa4f33b236ebf41f573308022ef7496b,1,credit_card,8,193.5
a6afa7362f8ec053b0b61cdc8f1c8b25,1,boleto,1,48.1
175ba47aad2d017d2495c66b763a7df6,1,credit_card,3,130.0
66866953330f81976a2adcd51f603560,1,credit_card,3,143.18
d3454c86a9d5b5a519364756eea7e275,1,debit_card,1,149.14
6ad99bac95eceb8ee72b78585c5baf88,1,credit_card,8,203.54
92e3a3bff7261e031fc2901b229ce73a,1,boleto,1,212.73
48ab980d180764382cfa411d2fb63dc0,1,boleto,1,86.83
dfa57a47eb4b524966a891189c893d04,1,credit_card,4,99.95
5256aac1d939c4bbc931cc7c1c78a419,1,credit_card,10,137.13
2f9892eb8df4a437d90cc5b1486f3b02,1,credit_card,3,121.09
972c2e78e9af23a750a48184aadfca4d,1,credit_card,3,51.09
f03c93c7441f0edaa7987c4313467110,1,boleto,1,66.78
79e5ae80172f5697f2402439382f2d77,1,credit_card,10,360.29
cc58d2040605eaadced18735aef5bbb0,1,credit_card,10,367.2
2fd35ca971609b8f8f878d87262e6fbd,1,boleto,1,50.1
530ed5c74fd86562fe50456702b65599,1,credit_card,7,129.0
42ed2aeb956c92e3c3bb6933ecea1d89,1,credit_card,6,159.39
ac3b973c9266d0035615e92f77c87420,1,credit_card,2,73.34
2d0da8435c6493de84783c21578638aa,1,credit_card,7,76.08
57cf629636cf674f91cdf37b7118b27f,1,boleto,1,137.97
b5a1d012931f59ed905df201cf2aba80,2,voucher,1,50.0
de25b0f0bc16aa46db52a0cb9963b764,1,boleto,1,213.03
58ee11026c2fdda6ff738c392cc5fb00,1,boleto,1,74.16
37efc102e49c3219c6ca92ce169327c9,1,credit_card,1,57.8
3b26d4fe0e3bb6427ae7d3b446bd8c85,1,boleto,1,75.17
d7c320185a2f9b32f5e2370ff3f8bd64,2,voucher,1,3.9
5bec9dad5626dc4e86bf625a3a6d0523,1,credit_card,6,63.06
264e91053cd726b067922356be6fd618,1,credit_card,2,1327.54
cdba3ddb2a93c5bb758212a2114cab97,1,credit_card,1,35.01
eca3005a4f60ceb77b67a30b74095ddf,2,credit_card,1,3.99
9ff3befac1804f201a935c589a8a1baf,1,credit_card,3,104.37
41d5636cfaa3b8436beab84388cf73d0,1,credit_card,1,171.69
63c10abe3e4a1cfbeda3cdde88766893,1,credit_card,4,512.46
6b79c53cc0f1caf6aa3b3c6729cbaa15,1,credit_card,3,62.5
f264e75375a41310e31722cb8c28cb8d,1,boleto,1,306.78
02b939dcd55f2b17680e10690deb08b5,1,credit_card,4,176.16
0a58de38cd66544f6bbe4f5ab326e5f6,1,credit_card,5,123.29
6049ab061f1a014ee71d10cf04e045ef,1,credit_card,2,53.6
53e92c6a182704806c0b00b02f89ad32,1,credit_card,10,193.8
605f2add48efc71a276d265b071695ba,1,boleto,1,75.17
518556dca9ef8c42a63ae02ced2a479b,1,credit_card,2,971.1
d02add6627c4d73a21227674f39e6f86,1,credit_card,5,151.7
3ba5d830ea579cb8687862a83f5b47df,1,boleto,1,141.48
1233838f2d670d7e4d115557ddcc52bb,1,credit_card,5,178.89
186f651321d21b2a793c4cd866b7b62b,1,credit_card,1,57.8
a8017b769d03b3474d5869b0dacf5f7a,1,voucher,1,114.44
f082f28d8497b7ec4f89389dc373c7a6,1,credit_card,2,50.09
3186e75cf9e4a13149e5729f23cebf06,1,credit_card,5,178.44
137e61abfdecd3bfc15f45999fbe8809,1,credit_card,2,40.09
98bffcaf0aacc0569cbe1fbfc94a9639,1,boleto,1,175.77
673242a6057d4287cb24379d405cf5ac,1,credit_card,10,115.3
f59af974d2e7a5dcdb1aabdefd024c2b,1,boleto,1,28.17
2372e039a79fcd32009462cf86c2616f,1,credit_card,8,151.7
6fe56ea74b5cf6242766596550cd2d0c,1,credit_card,6,137.28
ef26a1bd5203cf613f8150597210abdc,1,credit_card,3,215.14
1e7aa60419488b934fe799d6faad8b7b,1,credit_card,1,33.68
ccffad477fa78262d2690795ed9a2016,1,boleto,1,85.14
58ecdd5dee96d19e30c67a29cae63e4d,1,boleto,1,105.28
1671068b64a9cdbffb5bdba38a07382f,1,credit_card,4,97.87
055a2893cb600bebc05a16d06e3de36f,1,credit_card,7,76.08
d6e86df5b1614d493da54c4c87ce7f2d,2,voucher,1,163.58
491a1961ff53513a57fa193570a11311,2,voucher,1,50.0
c55cdae2f69a79de4fe44a6437391c64,1,credit_card,1,36.77
c4583fb919a75c51dfb38e60c34d29c2,1,credit_card,9,96.71
d19a87282922be2fe89f5234b1bb6c14,1,credit_card,2,74.05
42764ea3fe3c6143d0c7e3deef849e78,1,credit_card,3,63.1
1b0eaf74d5b9166e7e9dc0b39be862a8,1,credit_card,10,434.35
af665fdb65698c6161b3f5ab956f3d2e,1,boleto,1,72.45
