order_id,payment_sequential,payment_type,payment_installments,payment_value
8ac09207f415d55acff302df7d6a895c,1,credit_card,4,244.15
adfbf6c2a620196f9a3ec747491c72b7,1,credit_card,4,67.5
6ffb3f1686bceae3466facf7e02ce3fb,1,credit_card,1,32.0
fc662bafa52d2ef16078f6f6141009d6,1,boleto,1,90.05
4b2d035932915aa9c2a0d4d84cd6d3b0,1,credit_card,3,187.51
53035288acc866ee15423b4293722b46,1,credit_card,1,375.74
4b5648d8399ea47a4c323499045aaefc,1,boleto,1,32.38
dcec2b3be8c3d53056fe63381b2a6cfe,1,credit_card,10,159.18
ce6d150fb29ada17d2082f4847107665,1,credit_card,10,1586.47
8a0ecc540156c0f21f25d7bfd4e95dbe,1,credit_card,1,68.0
91f377dafe157043ee827b080a27e3f5,1,credit_card,5,371.94
31026c762ccd760199ad552ea17e0269,1,credit_card,1,41.71
ac14a1a3d8c2b071a150eb2990b5ecd8,1,credit_card,2,49.77
de1f470a407aead094cd885293ea9ba1,1,credit_card,8,246.96
3e47a8cc66024053901d7313a7d2a0b7,1,credit_card,2,330.4
f8b1f5bc1c01359c4cc4e611c257ff2b,1,credit_card,3,92.5
d75cb3755738c4ae466303358f97bc55,1,boleto,1,37.69
900fac51d850dfc38fceb9c413441c67,2,debit_card,1,98.33
065fb1ee0ec59ea0a68b3105a59a69ce,1,credit_card,5,104.27
e3c4a1f61400e7db82ae759cacedc9a3,1,voucher,1,52.01
067a8c6d7efd34e3595ef4bf1500c766,1,credit_card,1,35.05
8d0b3f3857cad208492c3819a7a00d19,1,credit_card,2,152.82
c1d8546e6ed294dea3203910c9b0e7b5,1,boleto,1,128.07
90024aa5d3878db3667cb0ece7f1aa08,1,credit_card,10,105.24
5429402f55e24651d38a030602f4b50c,1,boleto,1,46.84
fc6e9a6cd6985d3d454cccfdfdf66931,2,voucher,1,103.59
66c8dae0eb958ee945dc71efd0a99659,1,credit_card,1,49.09
374a125372cffb30e8e2df55f8448da4,1,boleto,1,73.03
76a6cde2f1431bc0834cad44ad2f472f,1,credit_card,2,189.37
e3814831894acaf0ee4561b4a610b580,1,boleto,1,385.52
d3b17114bb5d12fd946e0bb2680ec2b0,1,credit_card,1,41.53
693868f7e2e4ec2b5d0f1f35daee6917,1,credit_card,6,65.0
3235a845429a20753974e4bd70773c6f,1,credit_card,10,104.19
29195b2e04b68eb25fc8a0fa5d2d81c4,1,boleto,1,236.09
2cfd5a10761ea2f9ebe13e7204c54c37,1,debit_card,1,46.01
8dc7f5f2024708be4f36e4b1811cdd97,1,credit_card,1,102.26
cff314344e536186940328c1c6ceec96,1,credit_card,1,48.11
