order_id,payment_sequential,payment_type,payment_installments,payment_value
ba78997921bbcdc1373bb41e913ab953,1,credit_card,8,107.78
d88e0d5fa41661ce03cf6cf336527646,1,credit_card,8,188.73
56c3277583e16009c925fdf116df420f,1,boleto,1,31.38
1d92d2ce1ae2e0510b5ce50c5be578c6,1,credit_card,2,110.03
68d7420c86be23f313c81a554320f986,1,boleto,1,121.88
8bdc559b124e47eb71b5d1be8d6675e4,1,credit_card,7,76.02
c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5
c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73
fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71
88857d91dc3370190060f4b06041e708,1,credit_card,10,185.85
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
ddc5ef5f86c69f1a29ff3e05e3fc54ab,1,credit_card,1,36.69
dbdcb70ae949e4cce08f59bfa7e4604b,1,boleto,1,159.31
0bdb173bda4bf7e4109fe707c309252a,1,credit_card,10,132.95
1dfbde97fe9eccbac2db9ab2f3d45a9b,1,credit_card,6,348.74
0705d1148d3c3d342f1a8c8ad33e5d3f,1,credit_card,10,117.85
81c2a9cc7a5d970fa1cb04443002088b,1,boleto,1,73.03
e899327a5964f4d29698667a231e6b9d,1,credit_card,5,51.66
e3c6bf3aad3a42c48ae9619ac88d0b3d,1,credit_card,4,64.51
8cc7ecd8057b154fb9227536dba2ce24,1,credit_card,5,150.15
503ede67b27bbb1c7dca67c00af403a5,1,credit_card,2,228.6
89ce68f38090867719b22774f8bf5861,1,credit_card,6,162.99
1314353395f7148ba64400eab34bb50c,1,credit_card,10,156.73
b308154c76f89d8c52b41f7c8480d107,1,credit_card,7,71.66
09c681e9069e20d7f2ecd587151f1b88,1,credit_card,5,311.57
c283d7942d2bbca2c27a9c15ee2a390e,1,credit_card,1,206.76
197be0df90e5b459a14669e32c8ce1ff,1,credit_card,6,114.28
36963a629da6c57d926df8f37a9e63a9,1,boleto,1,33.0
fe87d4b944748f63ca5ed22cc55b6fb6,1,debit_card,1,173.68
ca29aec188eb04a764fce98c6f69232c,1,credit_card,1,168.35
