order_id,payment_sequential,payment_type,payment_installments,payment_value
4214cda550ece8ee66441f459dc33a8c,1,credit_card,2,170.57
9acd1ccfbc6445c0cad9ee9ddb48054c,1,credit_card,3,81.78
83f24bbc4f76a2730ba9c9cfa32e6d07,1,credit_card,3,231.45
0f4b5614da144989e2acc5291af24357,1,credit_card,4,96.98
886b114d034f4ac1d39d964c1b2a8182,1,credit_card,10,2027.16
487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30.0
9d8065ae4c6f5725ee052d02ab00f64e,1,boleto,1,82.06
57e4fc8f20507381b3f7abbe4e2ccda3,1,credit_card,2,215.56
c79bdf061e22288609201ec60deb42fb,1,credit_card,1,12.22
02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.1
85e710051891004eca4f527adcadd0c3,2,voucher,1,69.8
d121cbcb7091fbd55ad0344e0f045982,1,credit_card,3,49.7
27a7ac440630f9de788e4d66e72c6424,1,credit_card,1,186.39
cc1cc1d6081f7f07a16cc1a3e4ba0b78,1,credit_card,10,208.41
a04639b53f2cbd1f77b63ed44168566e,1,boleto,1,44.83
a144da15ca9cb1ebccf012a14736c54d,1,credit_card,8,256.37
8f4be74e60d163c72a59ba577a642d70,1,credit_card,5,125.87
bedae8df4e37a65ccbec319872296b89,1,credit_card,3,433.07
2b49d60af10ea7e2443376987ec8a184,1,credit_card,1,35.7
440b07cde0dc78d377c42d29845bcafd,1,credit_card,1,37.74
a3670896f8c6f70396896223eb4ca8be,1,boleto,1,72.9
940d83f3286808e4f8b1a7ac975b2aa9,1,boleto,1,76.02
238bcd7a2027e5f32fd185c264d73786,1,credit_card,2,84.56
33c011fdacf02b14181fcd81f4b5ece0,1,credit_card,2,162.1
774b04fe6502917d1952476fd1f3dd60,1,credit_card,1,67.83
b790fce1eff8be3c9ff35c97cde2afaa,1,credit_card,10,305.19
81bee7ecbeae8e9b41bef6d41b146b12,1,boleto,1,202.26
b0cc2434ee3727e682222a0f745a5948,1,credit_card,3,145.01
132f1e724165a07f6362532bfb97486e,1,credit_card,5,179.46
e22da8f5aa7c1414020c647664a8483b,1,credit_card,1,84.81
e6a66a8350bb88497954d37688ab123e,4,voucher,1,8.24
aab0a15c4d4fd11c8b5c5827d567f202,1,credit_card,4,195.36
276c36d0f0218b24c09343edf53cb98f,1,voucher,1,17.01
cb161f108a2062a82651fe528b39ffa7,1,boleto,1,218.04
b0a2019225451e417b6cc92baef9fc8c,1,boleto,1,45.95
1dfc284468e80b96e18103668871f465,1,credit_card,6,78.97
9b8254228cafa6a7e497fc21d7268c05,1,boleto,1,37.79
21e37650ff5769ef4eaa10725322d871,1,boleto,1,273.98
fbca4283c50aa9846b2fb711093da41f,1,credit_card,1,43.62
e147ca8da0685dd93cd1c619d1b776ac,1,credit_card,3,72.78
8908c3c6b8591a4d779bc5a4abf4f951,1,voucher,1,44.55
9e677b4bbd5d55506d4d8f1e5182dcb9,1,credit_card,3,33.16
0d9df4f2f2ff31254428de406416328c,1,credit_card,1,29.91
3cab5c70f370e7fa810658c551f8e2ce,1,credit_card,6,153.8
c85ea30e9a24abecb353caa26294c81c,1,credit_card,7,72.98
a2612baf139a2d944224cb87c81d83b1,1,credit_card,4,214.69
d11f4ebdaac0950df9e15dd286ddbe81,1,boleto,1,35.0
9747f2b4defc1357fd6645a4acf8e0e2,1,credit_card,1,38.33
ed415dd934c5bb15a4a2fd223bb0a43e,1,credit_card,4,91.16
5e823b29f4c615d58cdbfec5bdb2ee73,1,boleto,1,182.91
be178aef757640fe4721501249ae18d8,1,credit_card,1,38.86
9183e2fd9515c57925a0251ccfc21c63,1,boleto,1,85.4
9c7bac99c8e380b1c915cdba1ff29e65,1,credit_card,1,90.92
4821d5af4c2ac98b0f70e47c5d845520,1,credit_card,3,69.11
cf7dd05504fa5d4ddab58fcb69bb18a6,1,credit_card,2,111.86
d17168fed59b987a3b0f2b7d2be18ca4,1,credit_card,2,80.77
6a1dff28da32815c94da401e19d2a7f8,1,credit_card,1,40.96
3629e2c183d64e30de63e3bb23b00ade,1,credit_card,6,300.09
7a80708ef3077d6b8334d40b000926a4,1,voucher,1,29.96
efa1a52a1724dde7ef9954873517bf2d,1,credit_card,3,177.86
f1375aa56cb0446176623bce0a650bdc,1,credit_card,8,86.09
a9b030fadde5aba797d5401eb6623d12,1,credit_card,5,55.92
5958326b12eca1c2a2b4627dc4676a2c,1,credit_card,10,153.69
0d560bf6bbc1b2e3637cdc56cf7e9639,1,credit_card,10,111.3
d0c657a6c80777d2c1c616e0cf917e32,1,credit_card,1,22.95
f20142c58be62ba5f9175df74670dcb5,1,boleto,1,79.46
6616b080a04b814ab8245f7d0d386025,1,credit_card,4,76.74
d5f7fa751e79c6327ae63759c262813a,1,credit_card,5,147.07
946f9c80195609dbdd3258b549d8fe16,1,credit_card,3,195.43
3d567c0d343aad7ed3da44cc0430dabf,1,credit_card,4,206.44
38636a6a86131fe2c507943a16833350,1,credit_card,8,151.18
84fea092818c45e87513a303e49893ea,1,credit_card,10,101.0
fe3c6e4834730e9f8d50983b1a47a13a,1,credit_card,5,55.55
2240d9349c55949c40dbfcc98ece280c,2,voucher,1,84.05
cf6d45bae6017043952a20f3457379fd,2,voucher,1,31.17
cdc8fc8cc642886abe16af26b0781daf,1,credit_card,10,110.61
5a77e4bc8ac96edc52bed4bc00eaab7c,1,boleto,1,45.95
1a2442f225e9147e717dfaa6a93058d4,1,credit_card,4,80.77
3f61fdc385ace6c39912703194992ad7,1,boleto,1,169.48
bd971317e81cfe24ddbdd9226751da33,1,credit_card,9,476.85
250eede6202cff2981de57cba5c1b08c,2,voucher,1,25.0
a082f140d70dd20b4e2d7538557b5946,1,credit_card,8,127.9
7729dd457f2649c804b02f610b54acc7,1,boleto,1,67.18
1590f37cad06b14cb123f6a45b2bdf4c,2,credit_card,5,53.65
59de7be8730dc1a20caadff4c7686027,1,credit_card,1,82.88
39c85a598770e3810eb97fd7bc6232d3,1,credit_card,3,72.9
f872170fde91c3b0006f1e57ce27b835,1,credit_card,1,101.28
af3fae91bafed6357991c4a3be0125d4,1,credit_card,2,163.46
e6a66a8350bb88497954d37688ab123e,2,voucher,1,10.51
3053d9278ac444ba8fa2ab0d7a4f6547,1,credit_card,1,78.91
51fb61776ef5371653e8b4e1c99d1c12,1,credit_card,3,31.96
4bf27cd715a4b7ccb0ea582b5b5fd639,1,credit_card,8,80.65
a45fc977eae1ef0ed4504f346d31a0fb,1,credit_card,3,34.78
eca4633566cacdae57271f51ebe79131,1,credit_card,4,352.98
03f9705f9135ccb809e74e902f19b2e8,1,credit_card,1,30.29
38a467d0cbbbd3f0a4d3d61f79615b9e,1,credit_card,3,352.98
cd3558a10d854487b4f907e9b326a4fc,1,voucher,1,71.8
283182f68c047a2b61aee07baeb819f0,1,credit_card,1,96.1
00018f77f2f0320c557190d7a144bdd3,1,credit_card,3,259.83
d4546a6eca6dd37e19a290e4b362fe6a,1,boleto,1,208.07
eb0fec00c8cee7edcc91a031d939ac1a,1,voucher,1,29.86
48e715c549b6c9eb4ac2c75f6df8b01e,1,credit_card,3,220.86
29cb59b155735e49bf9d85d37f7ecd79,1,credit_card,2,77.75
87a99c9be1a72ccd14a90ce72e2544c3,1,credit_card,2,116.75
338b0cffa439f5e95d42cd30d7ace847,1,boleto,1,190.4
0bbb3f7791a87d0307555e57da3a1ff1,7,voucher,1,14.92
f2a634fd6829278af09d901f172f769f,1,credit_card,1,131.17
