order_id,payment_sequential,payment_type,payment_installments,payment_value
723e462ce1ee50e024887c0b403130f3,1,credit_card,1,13.8
e2cd740333fe4585ead5c50c61edb6a5,1,voucher,1,163.25
14d9794bbb53614d12cc2df6a045f82b,1,boleto,1,116.7
87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35
14c0c0bebe2cd50fb1dbdee84fbae03a,1,credit_card,1,180.55
aa600269bffea363cca75ad2d1908903,1,boleto,1,93.26
0a9716da94d89975e6637874280aadad,1,credit_card,10,165.96
591083bc42b589c7052118aa83118e76,5,voucher,1,20.0
52636dd3c039f62169b0eb724af63047,1,credit_card,2,77.77
068176c8a0550b07cddf7e05c8d55319,1,boleto,1,123.82
7a1ba14765ea354929894e667c06f386,1,credit_card,1,89.88
dc400373e624e9b0435847a79813c658,2,voucher,1,48.91
210a5f61a6a19892f81bb269863f4742,1,credit_card,1,67.5
d51cbac21a49941976292ba004bf4165,1,credit_card,6,114.34
37c755c6df4b61c5b4cc40361ae57588,1,credit_card,3,72.34
5eca2113141f2c0e048b11bdcb7a0371,1,credit_card,1,41.17
6c721c8ce1b433e68655575af4955976,1,credit_card,1,67.7
dd691e4f12c592067339680ffc3dd443,1,credit_card,3,35.0
cf9d814ad8673ebdaec52528c1f7a7ca,1,credit_card,2,101.25
17b18aa0bfdcebddefdf2d7da5718181,1,credit_card,5,101.34
87276b621cf05e7f2afee8be6c9721b6,1,credit_card,8,314.21
34dedd5cb5e0f12df565171392540a8f,1,credit_card,1,22.29
d2cb7c100806e87a227d413e9157cb76,1,boleto,1,75.07
e6e5431f5c825cde6802af0f30bd8eaf,1,credit_card,2,373.44
f0ffbaf1fe35a4a0565b047824341bc3,1,credit_card,1,86.24
efc0a4486f951c342875c6ffdeca315a,1,voucher,1,59.9
2b3ec451746cbc17ebae5c0b8fc74406,1,credit_card,1,166.29
92295e7114a22f7180b04673e44cda17,1,credit_card,8,453.74
ccb78ed7a1acba9d251c8626f13097f5,1,credit_card,3,57.48
9e685885967d3152a558f94a355e3b6f,1,credit_card,1,142.21
816b15129b14c066ff4f5755938aefb0,1,boleto,1,126.44
7f058780efeab68414ecad1c0c43d0c0,1,credit_card,8,396.35
d022bdad33a575ca5edb8c4d51e44310,1,boleto,1,70.03
9bb824ec73ee38dbbc585f3bba4b34ac,1,credit_card,1,171.53
394959298025bc7fba4b9a6818907cfc,1,credit_card,2,205.07
2f92b812fd7c7df5b629833c484cdf1d,1,credit_card,1,61.36
6ea6f5d85441b7bfcccbc44e082d02e3,1,credit_card,2,189.56
6eb1728e88c8db6cd1846dc95eb80572,1,voucher,1,85.24
710770cfb61b2c43a091ab2c7b89a921,1,credit_card,6,65.11
1475652ad485c6469bd02393c70fdaa9,1,credit_card,2,81.73
055f84fd2ebf314ebec85f8e1312f4f4,1,credit_card,2,185.84
6b56339f54b8363a200c6814ae732846,1,credit_card,2,149.0
6f393015477564624446a2b4c948c0f0,1,credit_card,4,40.43
b667484df2bb8bef1e61788f1c7556f5,1,boleto,1,170.37
